,Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy,fold,label
107,5-FU_BEZ-235_SKMES1,5-FU,BEZ-235,SKMES1,21.2679035017,1,0
108,5-FU_BEZ-235_SKOV3,5-FU,BEZ-235,SKOV3,4.2458790789,1,0
109,5-FU_BEZ-235_SW620,5-FU,BEZ-235,SW620,12.0285902424,1,0
110,5-FU_BEZ-235_SW837,5-FU,BEZ-235,SW837,5.5145107479,1,0
111,5-FU_BEZ-235_T47D,5-FU,BEZ-235,T47D,106.0071923778,1,1
112,5-FU_BEZ-235_UACC62,5-FU,BEZ-235,UACC62,7.9318775251,1,0
113,5-FU_BEZ-235_UWB1289BRCA1,5-FU,BEZ-235,UWB1289BRCA1,18.8650385873,1,0
114,5-FU_BEZ-235_UWB1289,5-FU,BEZ-235,UWB1289,17.0637803344,1,0
115,5-FU_BEZ-235_VCAP,5-FU,BEZ-235,VCAP,11.7574248227,1,0
116,5-FU_BEZ-235_ZR751,5-FU,BEZ-235,ZR751,7.0759828056,1,0
156,5-FU_DASATINIB_A2058,5-FU,DASATINIB,A2058,31.1256441825,1,1
157,5-FU_DASATINIB_A2780,5-FU,DASATINIB,A2780,50.6036602621,1,1
158,5-FU_DASATINIB_A375,5-FU,DASATINIB,A375,2.6836891586,1,0
159,5-FU_DASATINIB_A427,5-FU,DASATINIB,A427,28.3480845129,1,0
160,5-FU_DASATINIB_CAOV3,5-FU,DASATINIB,CAOV3,17.8798317329,1,0
161,5-FU_DASATINIB_COLO320DM,5-FU,DASATINIB,COLO320DM,6.4670310089,1,0
162,5-FU_DASATINIB_DLD1,5-FU,DASATINIB,DLD1,21.4330908809,1,0
163,5-FU_DASATINIB_EFM192B,5-FU,DASATINIB,EFM192B,3.8423834056,1,0
164,5-FU_DASATINIB_ES2,5-FU,DASATINIB,ES2,17.6901953531,1,0
165,5-FU_DASATINIB_HCT116,5-FU,DASATINIB,HCT116,-7.8192717861,1,0
166,5-FU_DASATINIB_HT144,5-FU,DASATINIB,HT144,-22.9732781184,1,0
167,5-FU_DASATINIB_HT29,5-FU,DASATINIB,HT29,17.0669807634,1,0
168,5-FU_DASATINIB_KPL1,5-FU,DASATINIB,KPL1,3.4468119113,1,0
169,5-FU_DASATINIB_LNCAP,5-FU,DASATINIB,LNCAP,0.2425073658,1,0
170,5-FU_DASATINIB_LOVO,5-FU,DASATINIB,LOVO,21.3855881893,1,0
171,5-FU_DASATINIB_MDAMB436,5-FU,DASATINIB,MDAMB436,18.7186968772,1,0
172,5-FU_DASATINIB_MSTO,5-FU,DASATINIB,MSTO,17.562990649,1,0
173,5-FU_DASATINIB_NCIH1650,5-FU,DASATINIB,NCIH1650,23.2349707101,1,0
174,5-FU_DASATINIB_NCIH2122,5-FU,DASATINIB,NCIH2122,-31.1947195955,1,0
175,5-FU_DASATINIB_NCIH23,5-FU,DASATINIB,NCIH23,11.5591467519,1,0
176,5-FU_DASATINIB_NCIH460,5-FU,DASATINIB,NCIH460,21.6687261012,1,0
177,5-FU_DASATINIB_NCIH520,5-FU,DASATINIB,NCIH520,42.7350514418,1,1
178,5-FU_DASATINIB_OCUBM,5-FU,DASATINIB,OCUBM,-6.0435035517,1,0
179,5-FU_DASATINIB_OV90,5-FU,DASATINIB,OV90,0.4330347743,1,0
180,5-FU_DASATINIB_OVCAR3,5-FU,DASATINIB,OVCAR3,57.0331471062,1,1
181,5-FU_DASATINIB_PA1,5-FU,DASATINIB,PA1,33.9082835151,1,1
182,5-FU_DASATINIB_RKO,5-FU,DASATINIB,RKO,17.3116328276,1,0
183,5-FU_DASATINIB_RPMI7951,5-FU,DASATINIB,RPMI7951,19.0635510285,1,0
184,5-FU_DASATINIB_SKMEL30,5-FU,DASATINIB,SKMEL30,-4.6186948142,1,0
185,5-FU_DASATINIB_SKMES1,5-FU,DASATINIB,SKMES1,2.9818204918,1,0
186,5-FU_DASATINIB_SKOV3,5-FU,DASATINIB,SKOV3,1.3046560675,1,0
187,5-FU_DASATINIB_SW620,5-FU,DASATINIB,SW620,30.4446308353,1,1
188,5-FU_DASATINIB_SW837,5-FU,DASATINIB,SW837,15.8773368915,1,0
189,5-FU_DASATINIB_T47D,5-FU,DASATINIB,T47D,18.8656014132,1,0
190,5-FU_DASATINIB_UACC62,5-FU,DASATINIB,UACC62,12.1239603389,1,0
191,5-FU_DASATINIB_UWB1289BRCA1,5-FU,DASATINIB,UWB1289BRCA1,7.6733601203,1,0
192,5-FU_DASATINIB_UWB1289,5-FU,DASATINIB,UWB1289,3.7658996853,1,0
193,5-FU_DASATINIB_VCAP,5-FU,DASATINIB,VCAP,21.455726442,1,0
194,5-FU_DASATINIB_ZR751,5-FU,DASATINIB,ZR751,5.1142794332,1,0
312,5-FU_L778123_A2058,5-FU,L778123,A2058,9.7282647976,1,0
313,5-FU_L778123_A2780,5-FU,L778123,A2780,8.7866069583,1,0
314,5-FU_L778123_A375,5-FU,L778123,A375,7.6329436579,1,0
315,5-FU_L778123_A427,5-FU,L778123,A427,12.3277489383,1,0
316,5-FU_L778123_CAOV3,5-FU,L778123,CAOV3,-11.2445613151,1,0
317,5-FU_L778123_COLO320DM,5-FU,L778123,COLO320DM,17.7504354548,1,0
318,5-FU_L778123_DLD1,5-FU,L778123,DLD1,13.2529242306,1,0
319,5-FU_L778123_EFM192B,5-FU,L778123,EFM192B,5.1598849635,1,0
320,5-FU_L778123_ES2,5-FU,L778123,ES2,10.1135073338,1,0
321,5-FU_L778123_HCT116,5-FU,L778123,HCT116,11.7123653003,1,0
322,5-FU_L778123_HT144,5-FU,L778123,HT144,0.1977536279,1,0
323,5-FU_L778123_HT29,5-FU,L778123,HT29,17.5439742462,1,0
324,5-FU_L778123_KPL1,5-FU,L778123,KPL1,2.4967327943,1,0
325,5-FU_L778123_LNCAP,5-FU,L778123,LNCAP,5.0386480378,1,0
326,5-FU_L778123_LOVO,5-FU,L778123,LOVO,3.0950710355,1,0
327,5-FU_L778123_MDAMB436,5-FU,L778123,MDAMB436,6.6049127114,1,0
328,5-FU_L778123_MSTO,5-FU,L778123,MSTO,1.034479697,1,0
329,5-FU_L778123_NCIH1650,5-FU,L778123,NCIH1650,12.2198248938,1,0
330,5-FU_L778123_NCIH2122,5-FU,L778123,NCIH2122,1.4919157638,1,0
331,5-FU_L778123_NCIH23,5-FU,L778123,NCIH23,4.785807361,1,0
332,5-FU_L778123_NCIH460,5-FU,L778123,NCIH460,-0.5617591171,1,0
333,5-FU_L778123_NCIH520,5-FU,L778123,NCIH520,13.7782050736,1,0
334,5-FU_L778123_OCUBM,5-FU,L778123,OCUBM,10.9390380171,1,0
335,5-FU_L778123_OV90,5-FU,L778123,OV90,12.2053451012,1,0
336,5-FU_L778123_OVCAR3,5-FU,L778123,OVCAR3,3.6025835235,1,0
337,5-FU_L778123_PA1,5-FU,L778123,PA1,14.5367422952,1,0
338,5-FU_L778123_RKO,5-FU,L778123,RKO,4.7786590771,1,0
339,5-FU_L778123_RPMI7951,5-FU,L778123,RPMI7951,0.7730436273,1,0
340,5-FU_L778123_SKMEL30,5-FU,L778123,SKMEL30,-57.88453337,1,0
341,5-FU_L778123_SKMES1,5-FU,L778123,SKMES1,6.0790006726,1,0
342,5-FU_L778123_SKOV3,5-FU,L778123,SKOV3,8.1306805695,1,0
343,5-FU_L778123_SW620,5-FU,L778123,SW620,4.8157967021,1,0
344,5-FU_L778123_SW837,5-FU,L778123,SW837,-4.4571313729,1,0
345,5-FU_L778123_T47D,5-FU,L778123,T47D,21.1587573317,1,0
346,5-FU_L778123_UACC62,5-FU,L778123,UACC62,6.8179162039,1,0
347,5-FU_L778123_UWB1289BRCA1,5-FU,L778123,UWB1289BRCA1,12.5476353297,1,0
348,5-FU_L778123_UWB1289,5-FU,L778123,UWB1289,13.7199255864,1,0
349,5-FU_L778123_VCAP,5-FU,L778123,VCAP,12.7404294136,1,0
350,5-FU_L778123_ZR751,5-FU,L778123,ZR751,8.1204864896,1,0
351,5-FU_LAPATINIB_A2058,5-FU,LAPATINIB,A2058,9.1921381489,1,0
352,5-FU_LAPATINIB_A2780,5-FU,LAPATINIB,A2780,8.0111248094,1,0
353,5-FU_LAPATINIB_A375,5-FU,LAPATINIB,A375,7.497787303,1,0
354,5-FU_LAPATINIB_A427,5-FU,LAPATINIB,A427,-4.1794542535,1,0
355,5-FU_LAPATINIB_CAOV3,5-FU,LAPATINIB,CAOV3,-6.7775280299,1,0
356,5-FU_LAPATINIB_COLO320DM,5-FU,LAPATINIB,COLO320DM,3.2093461762,1,0
357,5-FU_LAPATINIB_DLD1,5-FU,LAPATINIB,DLD1,11.5546266847,1,0
358,5-FU_LAPATINIB_EFM192B,5-FU,LAPATINIB,EFM192B,7.2381930137,1,0
359,5-FU_LAPATINIB_ES2,5-FU,LAPATINIB,ES2,5.344512472,1,0
360,5-FU_LAPATINIB_HCT116,5-FU,LAPATINIB,HCT116,9.6880383892,1,0
361,5-FU_LAPATINIB_HT144,5-FU,LAPATINIB,HT144,4.6705749923,1,0
362,5-FU_LAPATINIB_HT29,5-FU,LAPATINIB,HT29,4.5330856346,1,0
363,5-FU_LAPATINIB_KPL1,5-FU,LAPATINIB,KPL1,-9.537311313,1,0
364,5-FU_LAPATINIB_LNCAP,5-FU,LAPATINIB,LNCAP,-16.3764972151,1,0
365,5-FU_LAPATINIB_LOVO,5-FU,LAPATINIB,LOVO,17.4905864006,1,0
366,5-FU_LAPATINIB_MDAMB436,5-FU,LAPATINIB,MDAMB436,3.6446355785,1,0
367,5-FU_LAPATINIB_MSTO,5-FU,LAPATINIB,MSTO,-55.4702643201,1,0
368,5-FU_LAPATINIB_NCIH1650,5-FU,LAPATINIB,NCIH1650,0.9058173714,1,0
369,5-FU_LAPATINIB_NCIH2122,5-FU,LAPATINIB,NCIH2122,9.9561959778,1,0
370,5-FU_LAPATINIB_NCIH23,5-FU,LAPATINIB,NCIH23,-8.7347995249,1,0
371,5-FU_LAPATINIB_NCIH460,5-FU,LAPATINIB,NCIH460,-2.0350125809,1,0
372,5-FU_LAPATINIB_NCIH520,5-FU,LAPATINIB,NCIH520,-7.2635219081,1,0
373,5-FU_LAPATINIB_OCUBM,5-FU,LAPATINIB,OCUBM,3.6962294526,1,0
374,5-FU_LAPATINIB_OV90,5-FU,LAPATINIB,OV90,-9.2950702543,1,0
375,5-FU_LAPATINIB_OVCAR3,5-FU,LAPATINIB,OVCAR3,18.0118570501,1,0
376,5-FU_LAPATINIB_PA1,5-FU,LAPATINIB,PA1,14.1592188707,1,0
377,5-FU_LAPATINIB_RKO,5-FU,LAPATINIB,RKO,11.5445360217,1,0
378,5-FU_LAPATINIB_RPMI7951,5-FU,LAPATINIB,RPMI7951,3.3187648663,1,0
379,5-FU_LAPATINIB_SKMEL30,5-FU,LAPATINIB,SKMEL30,9.4835037451,1,0
380,5-FU_LAPATINIB_SKMES1,5-FU,LAPATINIB,SKMES1,11.0596410178,1,0
381,5-FU_LAPATINIB_SKOV3,5-FU,LAPATINIB,SKOV3,7.1187837793,1,0
382,5-FU_LAPATINIB_SW620,5-FU,LAPATINIB,SW620,-2.41819166,1,0
383,5-FU_LAPATINIB_SW837,5-FU,LAPATINIB,SW837,6.956325429,1,0
384,5-FU_LAPATINIB_T47D,5-FU,LAPATINIB,T47D,14.9092827837,1,0
385,5-FU_LAPATINIB_UACC62,5-FU,LAPATINIB,UACC62,9.1199463026,1,0
386,5-FU_LAPATINIB_UWB1289BRCA1,5-FU,LAPATINIB,UWB1289BRCA1,19.0058752078,1,0
387,5-FU_LAPATINIB_UWB1289,5-FU,LAPATINIB,UWB1289,3.8847212876,1,0
388,5-FU_LAPATINIB_VCAP,5-FU,LAPATINIB,VCAP,10.6325581361,1,0
389,5-FU_LAPATINIB_ZR751,5-FU,LAPATINIB,ZR751,14.6763066586,1,0
912,ABT-888_MK-8669_A2058,ABT-888,MK-8669,A2058,24.7600060155,1,0
913,ABT-888_MK-8669_A2780,ABT-888,MK-8669,A2780,6.3782342163,1,0
914,ABT-888_MK-8669_A375,ABT-888,MK-8669,A375,0.8770548696,1,0
915,ABT-888_MK-8669_A427,ABT-888,MK-8669,A427,0.8055995803,1,0
916,ABT-888_MK-8669_CAOV3,ABT-888,MK-8669,CAOV3,21.2772500899,1,0
917,ABT-888_MK-8669_COLO320DM,ABT-888,MK-8669,COLO320DM,-5.4884612382,1,0
918,ABT-888_MK-8669_DLD1,ABT-888,MK-8669,DLD1,4.24027097,1,0
919,ABT-888_MK-8669_EFM192B,ABT-888,MK-8669,EFM192B,30.331804913,1,1
920,ABT-888_MK-8669_ES2,ABT-888,MK-8669,ES2,-1.2805993886,1,0
921,ABT-888_MK-8669_HCT116,ABT-888,MK-8669,HCT116,-5.4541171375,1,0
922,ABT-888_MK-8669_HT144,ABT-888,MK-8669,HT144,-6.7340915687,1,0
923,ABT-888_MK-8669_HT29,ABT-888,MK-8669,HT29,5.0791192637,1,0
924,ABT-888_MK-8669_KPL1,ABT-888,MK-8669,KPL1,41.5995104719,1,1
925,ABT-888_MK-8669_LNCAP,ABT-888,MK-8669,LNCAP,-1.7733722447,1,0
926,ABT-888_MK-8669_LOVO,ABT-888,MK-8669,LOVO,6.9283136783,1,0
927,ABT-888_MK-8669_MDAMB436,ABT-888,MK-8669,MDAMB436,6.9850269241,1,0
928,ABT-888_MK-8669_MSTO,ABT-888,MK-8669,MSTO,75.5280528049,1,1
929,ABT-888_MK-8669_NCIH1650,ABT-888,MK-8669,NCIH1650,-9.1676625012,1,0
930,ABT-888_MK-8669_NCIH2122,ABT-888,MK-8669,NCIH2122,7.5032078751,1,0
931,ABT-888_MK-8669_NCIH23,ABT-888,MK-8669,NCIH23,10.1025804599,1,0
932,ABT-888_MK-8669_NCIH460,ABT-888,MK-8669,NCIH460,-7.2578952444,1,0
933,ABT-888_MK-8669_NCIH520,ABT-888,MK-8669,NCIH520,13.2649049368,1,0
934,ABT-888_MK-8669_OCUBM,ABT-888,MK-8669,OCUBM,10.1229095088,1,0
935,ABT-888_MK-8669_OV90,ABT-888,MK-8669,OV90,-0.7602999066,1,0
936,ABT-888_MK-8669_OVCAR3,ABT-888,MK-8669,OVCAR3,14.2399767828,1,0
937,ABT-888_MK-8669_PA1,ABT-888,MK-8669,PA1,5.0123484771,1,0
938,ABT-888_MK-8669_RKO,ABT-888,MK-8669,RKO,3.3465666885,1,0
939,ABT-888_MK-8669_RPMI7951,ABT-888,MK-8669,RPMI7951,12.773633886,1,0
940,ABT-888_MK-8669_SKMEL30,ABT-888,MK-8669,SKMEL30,-0.2658647526,1,0
941,ABT-888_MK-8669_SKMES1,ABT-888,MK-8669,SKMES1,9.0262819956,1,0
942,ABT-888_MK-8669_SKOV3,ABT-888,MK-8669,SKOV3,7.7160813864,1,0
943,ABT-888_MK-8669_SW620,ABT-888,MK-8669,SW620,1.0165238754,1,0
944,ABT-888_MK-8669_SW837,ABT-888,MK-8669,SW837,-16.0112202114,1,0
945,ABT-888_MK-8669_T47D,ABT-888,MK-8669,T47D,16.0705422046,1,0
946,ABT-888_MK-8669_UACC62,ABT-888,MK-8669,UACC62,4.0469844433,1,0
947,ABT-888_MK-8669_UWB1289BRCA1,ABT-888,MK-8669,UWB1289BRCA1,15.1747046083,1,0
948,ABT-888_MK-8669_UWB1289,ABT-888,MK-8669,UWB1289,23.3524087261,1,0
949,ABT-888_MK-8669_VCAP,ABT-888,MK-8669,VCAP,-2.5656413442,1,0
950,ABT-888_MK-8669_ZR751,ABT-888,MK-8669,ZR751,-1.645029592,1,0
1068,ABT-888_SORAFENIB_A2058,ABT-888,SORAFENIB,A2058,36.1961652133,1,1
1069,ABT-888_SORAFENIB_A2780,ABT-888,SORAFENIB,A2780,8.2581551475,1,0
1070,ABT-888_SORAFENIB_A375,ABT-888,SORAFENIB,A375,16.6695455553,1,0
1071,ABT-888_SORAFENIB_A427,ABT-888,SORAFENIB,A427,11.9317049986,1,0
1072,ABT-888_SORAFENIB_CAOV3,ABT-888,SORAFENIB,CAOV3,-2.1727230367,1,0
1073,ABT-888_SORAFENIB_COLO320DM,ABT-888,SORAFENIB,COLO320DM,4.6002224021,1,0
1074,ABT-888_SORAFENIB_DLD1,ABT-888,SORAFENIB,DLD1,12.0590076803,1,0
1075,ABT-888_SORAFENIB_EFM192B,ABT-888,SORAFENIB,EFM192B,9.9300427209,1,0
1076,ABT-888_SORAFENIB_ES2,ABT-888,SORAFENIB,ES2,7.0620982727,1,0
1077,ABT-888_SORAFENIB_HCT116,ABT-888,SORAFENIB,HCT116,11.8330385321,1,0
1078,ABT-888_SORAFENIB_HT144,ABT-888,SORAFENIB,HT144,10.7410875508,1,0
1079,ABT-888_SORAFENIB_HT29,ABT-888,SORAFENIB,HT29,3.7773131483,1,0
1080,ABT-888_SORAFENIB_KPL1,ABT-888,SORAFENIB,KPL1,4.1118588383,1,0
1081,ABT-888_SORAFENIB_LNCAP,ABT-888,SORAFENIB,LNCAP,3.4828877016,1,0
1082,ABT-888_SORAFENIB_LOVO,ABT-888,SORAFENIB,LOVO,2.735996957,1,0
1083,ABT-888_SORAFENIB_MDAMB436,ABT-888,SORAFENIB,MDAMB436,-0.6022608604,1,0
1084,ABT-888_SORAFENIB_MSTO,ABT-888,SORAFENIB,MSTO,-6.8598317072,1,0
1085,ABT-888_SORAFENIB_NCIH1650,ABT-888,SORAFENIB,NCIH1650,0.051559908,1,0
1086,ABT-888_SORAFENIB_NCIH2122,ABT-888,SORAFENIB,NCIH2122,16.5022172196,1,0
1087,ABT-888_SORAFENIB_NCIH23,ABT-888,SORAFENIB,NCIH23,13.6892552573,1,0
1088,ABT-888_SORAFENIB_NCIH460,ABT-888,SORAFENIB,NCIH460,11.6129978832,1,0
1089,ABT-888_SORAFENIB_NCIH520,ABT-888,SORAFENIB,NCIH520,13.6574206002,1,0
1090,ABT-888_SORAFENIB_OCUBM,ABT-888,SORAFENIB,OCUBM,18.458408297,1,0
1091,ABT-888_SORAFENIB_OV90,ABT-888,SORAFENIB,OV90,5.7764906613,1,0
1092,ABT-888_SORAFENIB_OVCAR3,ABT-888,SORAFENIB,OVCAR3,-4.8569937248,1,0
1093,ABT-888_SORAFENIB_PA1,ABT-888,SORAFENIB,PA1,15.1216829705,1,0
1094,ABT-888_SORAFENIB_RKO,ABT-888,SORAFENIB,RKO,24.3821576226,1,0
1095,ABT-888_SORAFENIB_RPMI7951,ABT-888,SORAFENIB,RPMI7951,10.4045458519,1,0
1096,ABT-888_SORAFENIB_SKMEL30,ABT-888,SORAFENIB,SKMEL30,5.7759516995,1,0
1097,ABT-888_SORAFENIB_SKMES1,ABT-888,SORAFENIB,SKMES1,17.4179470381,1,0
1098,ABT-888_SORAFENIB_SKOV3,ABT-888,SORAFENIB,SKOV3,14.0643955916,1,0
1099,ABT-888_SORAFENIB_SW620,ABT-888,SORAFENIB,SW620,15.8963708584,1,0
1100,ABT-888_SORAFENIB_SW837,ABT-888,SORAFENIB,SW837,5.935988799,1,0
1101,ABT-888_SORAFENIB_T47D,ABT-888,SORAFENIB,T47D,13.2638387086,1,0
1102,ABT-888_SORAFENIB_UACC62,ABT-888,SORAFENIB,UACC62,17.279905933,1,0
1103,ABT-888_SORAFENIB_UWB1289BRCA1,ABT-888,SORAFENIB,UWB1289BRCA1,-1.1401653178,1,0
1104,ABT-888_SORAFENIB_UWB1289,ABT-888,SORAFENIB,UWB1289,2.5738119692,1,0
1105,ABT-888_SORAFENIB_VCAP,ABT-888,SORAFENIB,VCAP,7.804424433,1,0
1106,ABT-888_SORAFENIB_ZR751,ABT-888,SORAFENIB,ZR751,-4.4692265532,1,0
1107,ABT-888_TOPOTECAN_A2058,ABT-888,TOPOTECAN,A2058,-1.1875311978,1,0
1108,ABT-888_TOPOTECAN_A2780,ABT-888,TOPOTECAN,A2780,11.8621326468,1,0
1109,ABT-888_TOPOTECAN_A375,ABT-888,TOPOTECAN,A375,-30.0524213249,1,0
1110,ABT-888_TOPOTECAN_A427,ABT-888,TOPOTECAN,A427,-3.3217857741,1,0
1111,ABT-888_TOPOTECAN_CAOV3,ABT-888,TOPOTECAN,CAOV3,3.218307642,1,0
1112,ABT-888_TOPOTECAN_COLO320DM,ABT-888,TOPOTECAN,COLO320DM,-9.6090362975,1,0
1113,ABT-888_TOPOTECAN_DLD1,ABT-888,TOPOTECAN,DLD1,-10.9664106517,1,0
1114,ABT-888_TOPOTECAN_EFM192B,ABT-888,TOPOTECAN,EFM192B,-16.204517397,1,0
1115,ABT-888_TOPOTECAN_ES2,ABT-888,TOPOTECAN,ES2,-15.1631621816,1,0
1116,ABT-888_TOPOTECAN_HCT116,ABT-888,TOPOTECAN,HCT116,-5.778504579,1,0
1117,ABT-888_TOPOTECAN_HT144,ABT-888,TOPOTECAN,HT144,-12.7181708313,1,0
1118,ABT-888_TOPOTECAN_HT29,ABT-888,TOPOTECAN,HT29,-13.7420148179,1,0
1119,ABT-888_TOPOTECAN_KPL1,ABT-888,TOPOTECAN,KPL1,9.9152449863,1,0
1120,ABT-888_TOPOTECAN_LNCAP,ABT-888,TOPOTECAN,LNCAP,-5.3140522224,1,0
1121,ABT-888_TOPOTECAN_LOVO,ABT-888,TOPOTECAN,LOVO,-20.5777476109,1,0
1122,ABT-888_TOPOTECAN_MDAMB436,ABT-888,TOPOTECAN,MDAMB436,0.8243374739,1,0
